pathway_id,pathway_name,source,description,organism
ecocyc.PWY-5973,cis-vaccenate biosynthesis,EcoCyc,"General Background The only unsaturated fatty acids found in E. coli, CPD-9245 and CPD-9247, comprise about one-half the fatty acid content of the organism . The proportion of unsaturated fatty acids is known to increase in E. coli with lower growth temperature. This phenomenon, found in most organisms, that provides a mechanism for adjusting the lipid phase transition of the membrane phospholipids to differing temperatures. 3-OXOACYL-ACP-SYNTHII-CPLX encoded by EG12606 is the only enzyme that can catalyze the conversion of CPD-9245 to CPD-9247, and is believed to play a major role in the thermal regulation of fatty acid composition of the membrane phospholipids of E. coli . 3-OXOACYL-ACP-SYNTHII-CPLX is one of three β-ketoacyl-ACP synthases (KAS) in E. coli: FABB-CPLX, 3-OXOACYL-ACP-SYNTHII-CPLX and CPLX0-252, encoded by EG10274, EG12606 and EG10277, respectively. It has been shown that 3-OXOACYL-ACP-SYNTHII-CPLX is more active at low temperatures (relative to the overall rate of fatt",Escherichia coli K-12 MG1655
ecocyc.PWY-8618,tRNA-uridine 4-thiolation II,EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.GLUAMCAT-PWY,N-acetylglucosamine degradation I,EcoCyc,"N-acetylglucosamine, which is relatively abundant in nature, being a constituent of chitosan, chitin, the cell walls of fungi as well as the cell walls, capsular polysaccharides, and outer membranes of bacteria, is an excellent total source of carbon, energy and nitrogen for E. coli. Because it enters the cell via a specific phosphotransferase system (PTS), the first intracellular species is N-acetyl-D-glucosamine-6-phosphate. Following the sequential removal of its acetyl and amino groups, it enters glycolysis as D-fructose-6-phosphate and hence flows through the pathways of central metabolism to satisfy the cell's need for precursor metabolites, reducing power, and metabolic energy. Growth on glucosamine is slower than growth on N-acetylglucosamine. The limiting factor appears to be the level of expression of GLUCOSAMINE-6-P-DEAMIN-CPLX . Review: Mayer, C. and W. Boos, Hexose/Pentose and Hexitol/Pentitol Metabolism. EcoSal Module 3.4.1",Escherichia coli K-12 MG1655
ecocyc.PWY0-1306,L-galactonate degradation,EcoCyc,"E. coli K-12 is able to utilize L-galactonate as a sole source of carbon and energy . The initial step in the pathway involves conversion of L-galactonate to D-tagaturonate by the inducible L-galactonate oxidoreductase . Subsequent reactions are those involved in D-galacturonate degradation to generate 2-keto-3-deoxy-6-phospho-gluconate, which enters the ENTNER-DOUDOROFF-PWY .",Escherichia coli K-12 MG1655
ecocyc.PWY0-1581,nitrate reduction IX (dissimilatory),EcoCyc,"In the anaerobic respiratory chain formed by glycerol-3-phosphate dehydrogenase and nitrate reductase the transfer of electrons from glycerol-3-phosphate to nitrate is coupled to the generation of a proton-motive force across the cytoplasmic membrane. Nitrate reduction in whole cells or membrane vesicles of E. coli K-12 can be coupled to the oxidation of glycerol-3-phosphate ; oxidation of glycerol-3-phosphate with nitrate as electron acceptor supports the anaerobic transport of lactose and amino acids in membrane vesicles of E. coli E. coli K-12 contains two energy conserving (H+/e- = 1) nitrate reductases. Nitrate reductase A (NRA) is the major anaerobic nitrate reductase; expression of NRA occurs in response to high levels of nitrate in the environment whereas expression of nitrate reductase Z (NRZ) is not dependent on nitrate levels or anaerobiosis . NRZ expression is dependent on RPOS-MONOMER ""σS""; NRZ may assist the cell to use nitrate efficiently under stress conditions . NRZ ma",Escherichia coli K-12 MG1655
ecocyc.PWY0-1628,superpathway of monocistronic tRNA processing (E. coli),EcoCyc,"This superpathway representing the processing reactions for monocistronic tRNA genes in E. coli. The PWY-8468 starting with RNase E cleaving the entire 3' Rho-independent transcription terminator is for processing the monocistronic tRNA genes EG30066 and EG30066 . The other branched pathway, PWY0-1614, has two different ways that the 3' Rho-independent transcription terminator can be removed from the leuX transcript: PNPase starts the primary branch and RNase P starts the minor branch .",Escherichia coli K-12 MG1655
ecocyc.SERSYN-PWY-1,L-serine biosynthesis,EcoCyc,"Serine biosynthesis is a major metabolic pathway in E. coli. Its end product, serine, is not only used in protein synthesis, but also as a precursor for the biosynthesis of glycine, cysteine, tryptophan, and phospholipids. In addition, it directly or indirectly serves as a source of one-carbon units for the biosynthesis of various compounds. Regulation of the pathway is mainly accomplished by feedback inhibition of the enzyme that catalyzes the first committed step, PGLYCDEHYDROG-CPLX. The second enzyme in the pathway, 3-phosphoserine aminotransferase, requires pyridoxal 5'-phosphate as a cofactor and is also required for the biosynthesis of pyridoxal 5'-phosphate itself. Thus the cell must ensure that the supply of pyridoxal 5'-phosphate is adequate. Little biochemical work has been done on the final enzyme of the pathway, PSERPHOSPHA-MONOMER. Review: Stauffer, G., Regulation of Serine, Glycine, and One-Carbon Biosynthesis. Module 3.6.1.2,",Escherichia coli K-12 MG1655
ecocyc.PEPTIDOGLYCANSYN-PWY,peptidoglycan biosynthesis I (meso-diaminopimelate containing),EcoCyc,"Peptidoglycan is a net-like polymer which surrounds the cytoplasmic membrane of most bacteria and functions to maintain cell shape and prevent rupture due to the internal turgor. The peptidoglycan of E. coli K-12 consists of glycan strands of alternating subunits of N-acetylglucosamine (GlcNAc) and N-acetylmuramic acid (MurNAc) which are cross-linked by short peptides ( and see review by . Synthesis of peptidoglycan is a complex two-part process which occurs across two cell compartments. The first part, assembly of a disaccharide-peptide monomer takes place in the cytoplasm and at the inner face of the inner membrane and is described in this pathway. The monomer unit is then flipped to the outer face of the inner membrane where the polymerisation and binding reactions take place (see PWY0-1586). The first 6 steps of the pathway describe the synthesis of UDP-N-acetylmuramoyl-pentapeptide (a nucleotide activated monosaccharide-peptide) from the essential peptidoglycan precursor UDP-N-ace",Escherichia coli K-12 MG1655
ecocyc.P4-PWY,"superpathway of L-lysine, L-threonine and L-methionine biosynthesis I",EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.2PHENDEG-PWY,phenylethylamine degradation I,EcoCyc,"Through a two-step process, E. coli is able to use 2-phenylethylamine as a sole carbon and energy source although this capability is strain dependent. E. coli K-10, a derivative of K-12, is able to grow on phenylethylamine as a sole carbon and energy source at 30oC but not at 37oC . E. coli K-12 MG1655 and W3110 can both use phenylethylamine as a sole carbon or nitrogen source but the K-12 strain CSH7 cannot . The first enyme of the pathway is the AMINEOXID-CPLX ""TynA"" copper monoamine oxidase which has a high specificity for phenylethylamine . TynA is located in the periplasm which may serve to reduce the amount of toxic hydrogen peroxide entering the cytoplasm. Phenylacetaldehyde, produced in the periplasm must then cross the inner membrane before it is oxidised by a cytosolic dehydrogenase. The transport protein responsible for this has not been identified. Hydrogen peroxide readily diffuses across the outer membrane in E. coli K-12 . Growth of the bacteria on phenylethylamine also ",Escherichia coli K-12 MG1655
ecocyc.PWY-5668,cardiolipin biosynthesis I,EcoCyc,"CARDIOLIPIN ""Cardiolipin"" is an anionic membrane phospholipid. In E. coli, it is one of only three major lipids present in the membrane. The anionic lipids are important for the biogenesis and function of membranes. Cardiolipin is present in the plasma membrane of bacteria and in the mitochondrial membrane in eukaryotes. One route for cardiolipin biosynthesis is the condensation of two molecules of L-1-PHOSPHATIDYL-GLYCEROL, catalyzed by cardiolipin synthase 1. Review:",Escherichia coli K-12 MG1655
ecocyc.PWY-5437,L-threonine degradation I,EcoCyc,"General Background Microorganisms and mammals share two of the major, initial routes for threonine degradation. In the first route threonine is catabolized by THREDEHYDCAT-CPLX (EC 4.3.1.19) to ammonia and 2-oxobutanoate. A biosynthetic version of this enzyme also occurs (see THREDEHYDSYN-CPLX) . In the second route threonine is catabolized by THREODEHYD-CPLX (EC 1.1.1.103) to form 2-amino-3-oxobutanoate, which is mainly cleaved by AKBLIG-CPLX, forming glycine and acetyl-CoA. The 2-amino-3-oxobutanoate can also be spontaneously converted to aminoacetone, which may be further metabolized to methylglyoxal (see THRDLCTCAT-PWY). A third route has been demonstrated in several bacteria and fungi. This route is based on the enzyme LTAA-CPLX (EC 4.1.2.5), which cleaves threonine directly into glycine and acetaldehyde. Escherichia. coli has been shown to assimilate nitrogen from some (but not all) amino acids, as well as agmatine, γ-aminobutyrate and the polyamines putrescine and spermidine. Th",Escherichia coli K-12 MG1655
ecocyc.PWY-5971,palmitate biosynthesis II (type II fatty acid synthase),EcoCyc,"General Background Fatty acids are key building blocks for the phospholipid components of cell membranes. Palmitate is one of the most common saturated fatty acids found in microorganisms, plants and animals. It was discovered by Edmond Fremy in 1840 in saponified palm oil, of which it is a major component, and hence its name. Palmitate is synthesized by stepwise condensation of C2 units to a growing acyl chain. Each elongation cycle results in the addition of two carbons to the acyl chain, and consists of four separate reactions. The first step is the condensation of a C2 unit with the nascent [acyl carrier protein]-bound acyl (acyl-[acp]) forming a B-KETOACYL-ACP and CO2. This step is followed by reduction to OH-ACYL-ACP, dehydration to TRANS-D2-ENOYL-ACP, and a final reduction to form the elongated fatty acyl-[acp]. This chain of event repeats itself several times, until the final product, Palmitoyl-ACPs, is formed. There are two basic types of fatty acid biosynthesis systems, named",Escherichia coli K-12 MG1655
ecocyc.PWY-7195,pyrimidine ribonucleosides salvage III,EcoCyc,"General Background The essential ribonucleoside triphosphates (UTP and CTP) can be synthesized either de novo (see PWY0-162) or by utilizing free pyrimidine bases (URACIL and CYTOSINE) or their nucleosides (URIDINE and CYTIDINE) by importing them from the environment. Both free bases and nucleosides can be imported into the cell by specialized transporters . On the other hand, nucleotides (which are phosphorylated) can not be imported due to their negative charge, and thus can not be salvaged from the environment. Salvage is very important for many types of organisms and cells. Any of the pyrimidine bases and pyrimidine nucleosides can in theory serve as a total source of pyrimidine for ribonucleoside triphosphates biosynthesis (and subsequently for deoxyribonucleoside triphosphates synthesis). It is well documented that yeast prefer to salvage nucleobases, while animals prefer the salvage of nucleosides. About This Pathway In this pathway, the pyrimidine nucleoside CYTIDINE is first h",Escherichia coli K-12 MG1655
ecocyc.PANTOSYN-PWY,superpathway of coenzyme A biosynthesis I (bacteria),EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.PWY0-166,superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli),EcoCyc,"General Background Pyrimidine and purine nucleoside triphosphates are the activated precursors of DNA and RNA. Their diphosphates form activated derivatives of other molecules, such as CPD-12575, for use in biosynthesis. The pathway for de novo biosynthesis of pyrimidine deoxyribonucleotides is derived from the pathway for PWY0-162 as shown above in the pathway links. In addition to de novo biosynthesis, salvage pathways re-utilize exogenous free bases and nucleosides and some of the resulting pyrimidine nucleotides can enter the de novo biosynthesis pathways (see PWY0-181 and PWY0-163). These essential, evolutionarily conserved biosynthetic and salvage pathways are found in both prokaryotes and eukaryotes. The pyrimidine nucleoside triphosphate products of these pathways are incorporated into DNA (DCTP and TTP) and RNA (CTP and UTP). The de novo biosynthetic pathways are necessary in order to supply the cell with nucleoside triphosphates for stable RNA and DNA synthesis when precursor",Escherichia coli K-12 MG1655
ecocyc.ENTNER-DOUDOROFF-PWY,Entner-Doudoroff shunt,EcoCyc,"The Entner-Doudoroff pathway joins the OXIDATIVEPENT-PWY to glycolysis via two steps, catalyzed by inducible enzymes. This pathway is important to E. coli because sugar acids, which are significant nutrients in both of its habitats, intestinal and aquatic, are metabolized via this pathway. Strains that are mutationally blocked in this pathway are unable to grow on gluconate, glucuronate, or galacturonate and are also unable to colonize the mouse intestine . The uronic acids feed into the pathway's sole intermediate, 2-keto-3-deoxy-6-phospho-gluconate so the dependence of their metabolism on an intact Entner-Doudoroff pathway is clear . The dependence of gluconate's metabolism on an intact Entner-Doudoroff pathway is less obvious because it is also metabolized via the pentose phosphate pathway. Enzymes of the Entner-Doudoroff pathway are induced by growth on gluconate, glucuronate, or methyl-β-D-glucuronide; phosphate or carbon limitation .",Escherichia coli K-12 MG1655
ecocyc.ALANINE-SYN2-PWY,L-alanine biosynthesis II,EcoCyc,"Alanine is an essential component of protein (as L-alanine) and peptidoglycan (as a roughly 3:1 mix of D- and L-alanine). Only about a tenth of total alanine synthesized is incorporated into peptidoglycan. At least three pathways (ALANINE-VALINESYN-PWY, ALANINE-SYN2-PWY, and PWY0-1021) contribute to the synthesis of alanine. The evidence for alanine biosynthesis II initially came from cell extract studies and the isolation of the alaB gene during a screen for genes able to complement an alaA mutant . Recently, the two major glutamate-pyruvate aminotransferases AlaA and AlaC were identified. AlaA and AlaC together account for 90% of glutamic-pyruvic transaminase (GPT) activity in the cell, while additional minor GPTs, possibly including MONOMER0-1241 ""AlaB"", provide the remaining activity .",Escherichia coli K-12 MG1655
ecocyc.PWY-7184,pyrimidine deoxyribonucleotides de novo biosynthesis I,EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.NONMEVIPP-PWY,methylerythritol phosphate pathway I,EcoCyc,"Isopentenyl diphosphate (IPP) and its isomer dimethylallyl diphosphate (DMAPP) are the fundamental units in isoprenoid biosynthesis. E. coli derives its IPP and DMAPP from D-glyceraldehyde-3-phosphate and pyruvate via this pathway. D-glyceraldehyde-3-phosphate and pyruvate are initially combined to yield 1-deoxy-D-xylylose 5-phosphate (DXP). DXP is then rearranged and reduced to generate the pathway's namesake compound, 2-C-methyl-D-erythritol 4-phosphate (MEP). In the third reaction MEP is converted into 4-diphosphocytidyl-2-C-methylerythritol, which is subsequently phosphorylated at the 2 position hydroxy group, yielding 4-diphosphocytidyl-2C-methylerythritol 2-phosphate. This product is then converted into 2-C-methyl-D-erythritol 2,4-cyclodiphosphate. This compound is then reduced to generate 1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate. In the final step, this diphosphate compound is converted by a single enzyme into a 5-6:1 ratio of IPP and DMAPP. This ratio is subsequently adju",Escherichia coli K-12 MG1655
ecocyc.PWY0-901,L-selenocysteine biosynthesis I (bacteria),EcoCyc,"Selenocysteine has been called the 21st amino acid. It is an essential constituent of three proteins in E. coli: the formate dehydrogenases FORMATEDEHYDROGO-CPLX ""FDH-O"", FORMATEDEHYDROGN-CPLX ""FDH-N"", and FORMATEDEHYDROGH-MONOMER ""FDH-H""; each of them contains one selenocysteine residue. The biosynthesis of selenocysteine is unique among amino acid biosyntheses because its defining step occurs while attached to a tRNA molecule. The tRNA molecule, tRNAsec, serves only to insert selenocysteine into these proteins. tRNAsec has an anticodon that recognizes the stop codon UGA; it also has properties that allow it to be charged with serine by the serS-encoded seryl-tRNA synthetase. But it cannot insert serine at an UGA codon. Only after it has been converted to selenocysteyl-tRNAsec by the action of selenocysteine synthetase can it recognize certain UGAs as sense codons and insert selenocysteine there. Recognition of UGA as a sense codon and insertion of selenocysteine depends on adjacent s",Escherichia coli K-12 MG1655
ecocyc.PWY-6609,adenine and adenosine salvage III,EcoCyc,"General Background Adenosine nucleotides can be synthesized either de novo, or by recycling of the free base adenine and the ribonucleoside adenosine. In the de novo route AMP is synthesized via IMP and adenylo-succinate, which is converted to AMP by the action of ASL-MONOMER (see PWY-6126). Note that adenine and adenosine are not produced via the de novo pathway. However, the distinction between nucleoside degradation and recycling via salvage pathways is not always straightforward. Salvage pathways start with the nucleoside or free base forms and lead to the formation of the nucleotide forms. Degradation pathways usually start with the nucleotide form and end with compounds such as urate, that may lead to production of energy and provision of nitrogen and carbon. Many organisms including E. coli can recycle adenosine nucleotides by a combination of degradation and salvage pathways. In E. coli the degradation pathways are responsible for the conversion of nucleotides (AMP) to nucleosi",Escherichia coli K-12 MG1655
ecocyc.PWY-6019,pseudouridine degradation,EcoCyc,"A bewildering number of post-transcriptional modifications are introduced into cellular RNAs by different enzymes . The most abundant post-transcriptional nucleobase modification in cellular RNAs is the isomerization of URIDINE to CPD-497, which is carried out by the enzyme pseudouridine synthase in a reaction that does not require any cofactors. In pseudouridine, uracil is bound to the ribose through C5 rather than through N1, as is the case for uridine. The synthase severs the normal glycosidic C-N bond of uridine, flips the uracil moiety along its N3-C6 axis, and forms a glycosidic C-C bond with C5. Pseudouridine is one of few molecules that have a glycosidic C-C bond. Pseudouridine synthases belong to four different families, which are represented in E. coli by the EG10454, EG11177, EG12609 and EG12044 genes. The only sequence element that is absolutely conserved among the four families of enzymes is a catalytic aspartic acid . Pseudouridylation is found in organisms from all kingd",Escherichia coli K-12 MG1655
ecocyc.PWY0-1315,L-lactaldehyde degradation (anaerobic),EcoCyc,"L-lactaldehyde is one of two products resulting from degradation of the two methylpentoses L-fucose and rhamnose, which are metabolized by an analogous series of reactions. Anaerobically, lactaldehyde is converted into L-1,2-propanediol by a reversible reaction catalyzed by L-1,2-propanediol oxidoreductase. E. coli excretes L-1,2-propanediol into the medium, possibly by facilitated diffusion . Review: Mayer, C. and W. Boos, Hexose/Pentose and Hexitol/Pentitol Metabolism. EcoSal Module 3.4.1",Escherichia coli K-12 MG1655
ecocyc.PUTDEG-PWY,putrescine degradation I,EcoCyc,"General Backround Polyamines (the most common of which are PUTRESCINE, SPERMIDINE, and SPERMINE), a group of positively charged small molecules present in virtually all living organisms, have been implicated in many biological processes, including binding to nucleic acids, stabilizing membranes, and stimulating several enzymes . Although polyamines are clearly necessary for optimal cell growth, a surplus of polyamines can cause inhibition of growth and protein synthesis , and thus a balance is desired between the production and breakdown of polyamines. Putrescine catabolism appears to be important for responding to a variety of stresses. An E. coli strain that lacks both PUTDEG-PWY and PWY0-1221 pathways has a severe growth defect under oxidative stress conditions, and shows impaired growth at high temperature or sublethal antibiotic concentrations . About This Pathway This is one of two known pathways for PUTRESCINE degradation as a source of nitrogen for E. coli. Putrescine is transa",Escherichia coli K-12 MG1655
ecocyc.PWY0-1545,cardiolipin biosynthesis III,EcoCyc,"CARDIOLIPIN ""Cardiolipin"" is an anionic membrane phospholipid. In E. coli, it is one of only three major lipids present in the membrane. The anionic lipids are important for the biogenesis and function of membranes. Cardiolipin is present in the plasma membrane of bacteria and in the mitochondrial membrane in eukaryotes. A new route for cardiolipin biosynthesis has been discovered recently, involving the condensation of one molecule of L-1-PHOSPHATIDYL-GLYCEROL and one molecule of L-1-PHOSPHATIDYL-ETHANOLAMINE with the concomitant release of ethanolamine. This reaction is catalyzed by the newly discovered cardiolipin synthase 3 .",Escherichia coli K-12 MG1655
ecocyc.GALACTUROCAT-PWY,D-galacturonate degradation I,EcoCyc,"E. coli can use the hexuronate D-galacturonate as the sole sources of carbon for growth. The enzymes of this pathway were first described in a series of publications by Ashwell et al. . The initial step in the degradation of D-galacturonate is its isomerization to D-tagaturonate by D-galacturonate isomerase, an enzyme which can carry out the analogous function in the GLUCUROCAT-PWY pathway. D-tagaturonate then undergoes an NADH-dependent reduction to D-altronate by ALTRO-OXIDOREDUCT-MONOMER. ALTRODEHYDRAT-MONOMER subsequently catalyzes dehydration to yield 2-dehydro-3-deoxy-D-gluconate. At this point, the GLUCUROCAT-PWY and GALACTUROCAT-PWY pathways converge, and a common enzyme, DEOXYGLUCONOKIN-MONOMER, phosphorylates 2-dehydro-3-deoxy-D-gluconate to yield 2-dehydro-3-deoxy-D-gluconate-6-phosphate, which enters central metabolism via the ENTNER-DOUDOROFF-PWY. Review: Mandrand-Berthelot, M.-A., Condemine, G., and Hugouvieux-Cotte-Pattat, N., EcoSal Module 3.4.2",Escherichia coli K-12 MG1655
ecocyc.PWY-6071,superpathway of phenylethylamine degradation,EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.PWY0-1492,UhpBA Two Component Signal Transduction System,EcoCyc,"The UhpBA two-component signal transduction system (TCS) forms part of the E. coli Uhp system which is responsible for sensing and transport of the metabolic intermediate, glucose-6-phosphate. Sensing of external glucose-6-phosphate by this system involves the two inner membrane proteins UHPC-MONOMER ""UhpC"" and UhpB which appear to act jointly in the signalling process . UhpC is thought to act as the receptor for glucose-6-phosphate and to subsequently interact with UhpB, stimulating its kinase activity and resulting in the transfer of a phosphoryl group to the soluble transcription factor UhpA. The precise nature of the interaction between UhpC and UhpB is not known. Phosphorylated UhpA binds target sequences in the uhpT promoter and induces its expression . The inner membrane UhpT protein can transport a variety of phosphorylated sugars including glucose-6-phosphate . Review:",Escherichia coli K-12 MG1655
ecocyc.PWY-40,putrescine biosynthesis I,EcoCyc,"General Backround The polyamines (the most common of which are PUTRESCINE, SPERMIDINE, and SPERMINE) are a group of positively charged organic polycations that are involved in many biological processes, including binding to nucleic acids, stabilizing membranes, and stimulating several enzymes . While it is clear that polyamines are essential for normal cell growth, we still do not fully understand their specific molecular functions in vivo . Putrescine and spermidine are found in all life forms, and spermine is found mostly in eukaryotes. Putrescine can be formed either directly from L-ORNITHINE by ornithine decarboxylase (ODC) (see PWY-46) or indirectly from ARG by arginine decarboxylase (ADC) (see PWY-40 and PWY-43). While the ODC pathway was considered the only mammalian pathway for polyamine biosynthesis, recently the presence of the ADC pathway in mammals has been demonstrated . In higher plants, the presence of both pathways has been known for some time . In bacteria, both pathwa",Escherichia coli K-12 MG1655
ecocyc.PWY0-1608,glycine degradation,EcoCyc,"TAX-562 is able to grow with GLY as the sole nitrogen source . As TAX-562 lacks a glycine transaminase, glycine needs to be converted to SER. This is achieved by the combined activities of EC-1.4.1.27 (GCV), cleaving one GLY molecule to AMMONIUM, CARBON-DIOXIDE, and METHYLENE-THF-GLU-N 5,10-methylene-tetrahydrofolate, and EC-2.1.2.1, which subsequently condenses the latter with a second GLY molecule to form SER. This pathway has been shown to be used by E. coli when utilizing glycine as the sole source of nitrogen . Once formed, SER can liberate ammonium via EC-4.3.1.17 , or it can serve as an amine group donor via the activity of aminotransferases . The pathway is common, seen in many organisms. It is used as the main carbon pathway by several microorganisms, including TAX-33033 growing with glycine , and various methylotrophic bacteria growing on one-carbon compounds . It is also a part of the photorespiration pathway found in higher plants (see PWY-181).",Escherichia coli K-12 MG1655
ecocyc.PWY0-1519,aerotaxis signal transduction,EcoCyc,"Energy taxis is the ability of bacteria to monitor their internal energy levels and respond by moving to a position that is optimal for their metabolic requirements. In E. coli energy taxis encompasses aerotaxis (response to an oxygen gradient) and redox taxis (response to a redox gradient). The molecular mechanisms of energy taxis are closely related to those of chemotaxis whereby bacteria respond to specific chemical attractants and repellents in their external environment (see PWY0-1518 ""chemotactic two-component signal transduction""). Energy taxis in E. coli is achieved by a signal transduction system that responds to changes in the electron transport system. Two receptors sense changes in the ET system: Aer and Tsr. Aer senses changes in the redox state of the system via an FAD cofactor while Tsr senses changes in proton motive force that result from perturbation of the ET system. Signals from Aer and Tsr are transduced via the CheA, CheW and CheY proteins, to the flagellar appara",Escherichia coli K-12 MG1655
ecocyc.PWY0-1335,NADH to cytochrome bo oxidase electron transfer I,EcoCyc,"In the respiratory chain formed by NADH dehydrogenase I (NDH-1) and cytochrome bo oxidase the transfer of electrons from NADH to oxygen is coupled to the generation of a proton-motive force across the cytoplasmic membrane . By analogy to the related enzyme from mitochondria, NDH-I is thought to function as a proton pump translocating 4H+ per NADH oxidised (2e-) [H+/e- = 2] however a lower ratio of 3H+/2e- has also been proposed . Cytochrome bo oxidase contributes to the PMF (H+/e-=2) through its action as a proton pump (H+/e-=1) and through a redox loop mechanism (H+/e-=1) ( and see review by ). During glucose limited aerobic growth E. coli directs electron flux through both NDH-I and NADH-DHII-MONOMER ""NADH dehydrognease II (NDH-II) . Electron transport from NADH to oxygen is not affected in a strain lacking NDH-I but is significantly reduced in a strain lacking NDH-II which suggests that NDH-II is used preferentially in aerobic respiration Cytochrome bo oxidase is expressed when leve",Escherichia coli K-12 MG1655
ecocyc.PWY0-1565,D-lactate to cytochrome bo oxidase electron transfer,EcoCyc,In the respiratory chain formed by D-lactate dehydrogenase and cytochrome bo oxidase the transfer of electrons from D-lactate to cytochrome bo oxidase is coupled to the generation of a proton-motive force across the cytoplasmic membrane . Electron flow from D-lactate dehydrogenase to ubiquinone is not electrogenic ; cytochrome bo oxidase translocates 2 protons per electron (H+/e- = 2) through its action as a proton pump and through a redox loop mechanism .,Escherichia coli K-12 MG1655
ecocyc.PWY-7242,D-fructuronate degradation,EcoCyc,"Multiple degradation pathways lead to the metabolite FRUCTURONATE. One group of such pathways is the degradation of glucuronate-containing polymers such as Glucuronoxylans. These pathways contain a step for the removal of GLUCURONATE residues, which are then converted to FRUCTURONATE by the action of EC-5.3.1.12 . FRUCTURONATE is converted in three steps (dehydrogenation, dehydration, and phosphorylation) to 2-KETO-3-DEOXY-6-P-GLUCONATE, which is then cleaved by EC-4.1.2.14 to form the central metabolites PYRUVATE and GAP, leading to the TCA cycle and glycolysis (the last two steps are known as the PWY-2221 ""semi-phosphorylative Entner-Doudoroff pathway"").",Escherichia coli K-12 MG1655
ecocyc.PWY-5509,adenosylcobalamin biosynthesis from adenosylcobinamide-GDP I,EcoCyc,,Escherichia coli K-12 MG1655
ecocyc.PWY-5329,L-cysteine degradation III,EcoCyc,"It has long been known that many bacteria are able to produce HS . However, the physiological role of H2S in nonsulfur bacteria was unknown. A recent report has now shown that production of H2S serves to defend cells from antibiotics by mitigating oxidative stress . This pathway is one of two pathways for hydrogen sulfide biosynthesis. Neither of the two activities have been shown biochemically for the TAX-562 enzymes. The function of ASPAMINOTRANS-DIMER ""AspC"" as a cysteine transaminase is hypothesized based on sequence similarity to mammalian enzymes. The function of EG11600-MONOMER ""SseA"" was determined based on the mutant phenotype of an sseA null mutant, which does not produce hydrogen sulfide .",Escherichia coli K-12 MG1655
ecocyc.PENTOSE-P-PWY,pentose phosphate pathway,EcoCyc,"The pentose phosphate pathway is one of the three essential pathways of central metabolism. It supplies three of E. coli's 13 precursor metabolites (compounds needed for the biosyntheses): D-ribose-5-phosphate, sedoheptulose-7-phosphate, and erythrose-4-phosphate. Regardless of the carbon source upon which E. coli is growing, some carbon must flow through the pentose phosphate pathway to meet the cell's requirements for these metabolites. In addition, this pathway is an important source of reducing equivalents in the form of NADPH, which is also needed for biosyntheses. The pathway begins with one intermediate of glycolysis, glucose-6-phosphate, and ends with the formation of two others, fructose-6-phosphate and D-glyceraldehyde-3-phosphate. For convenience, the pentose phosphate pathway is commonly divided into its preliminary OXIDATIVEPENT-PWY ""oxidative portion"", in which glucose-6-phosphate is oxidized to ribulose-5-phosphate, and its subsequent NONOXIPENT-PWY ""non-oxidative portio",Escherichia coli K-12 MG1655
ecocyc.PWY0-1495,"KdpDE Two-Component Signal Transduction System, potassium-dependent",EcoCyc,"Escherichia coli uses several systems to adjust the concentration of the dominant intracellular cation, K+. Under normal physiological conditions the constitutively expressed K+ transporters PC-52 ""Trk"" and KUP-MONOMER ""Kup"" are active but upon osmotic upshock or under K+ limiting conditions the high affinity K+ transporter ATPASE-1-CPLX ""KdpFABC"" is induced. The production and activity of KdpFABC is under control of the KdpDE two-component system (TCS) . KdpD is a membrane-bound, tandem serine histidine kinase which acts as both a two-component sensor histidine kinase/phosphatase to control phosphorylation of the transcription factor KdpE which in turn regulates expression of the kdpFABC operon and as an atypical serine kinase to control KdpFABC activity post-translationally . The primary stimulus perceived by the KpdDE TCS has been the subject of many studies. Early work ( and reviewed in ) suggested that the Kdp system was controlled by turgor pressure (the difference in osmotic pre",Escherichia coli K-12 MG1655
ecocyc.PWY0-981,taurine degradation IV,EcoCyc,"Under sulfate starvation conditions, E. coli can utilize TAURINE and other aliphatic sulfonates in the environment as alternative sulfur sources for growth. The tauABCD transcription unit encodes the ABC-64-CPLX and an CPLX0-227 TauD, which oxygenolytically cleaves taurine and releases SO3. Expression of tauABCD is induced by SULFATE starvation and gene tauD is expressed only under these conditions. The tauABCD genes are fully repressed when E. coli is grown in the presence of sulfate. Their expression is dependent on G7071-MONOMER ""Cbl"" and CPLX0-2781 ""CysB"" . The sulfite produced by TauD can be reduced to HS by SULFITE-REDUCT-CPLX and utilized for CYSTSYN-PWY ""L-cysteine biosynthesis"". Review:",Escherichia coli K-12 MG1655
